46168:
 num     #instances         #bytes  class name (module)
 367:          1455          34920  com.intellij.openapi.command.undo.MutableActionChangeRangeImpl
 368:          1087          34784  com.intellij.openapi.vfs.newvfs.impl.VfsData$DirectoryData
 369:          2167          34672  com.intellij.platform.instanceContainer.internal.StaticInstanceHolder
 370:           720          34560  com.intellij.util.lang.StrippedLongToObjectMap
 371:          1439          34536  java.lang.ThreadLocal$SuppliedThreadLocal (java.base@21.0.8)
 372:           429          34320  com.fasterxml.jackson.databind.deser.impl.MethodProperty
 373:          1068          34176  kotlin.reflect.jvm.internal.impl.resolve.scopes.SubstitutingScope
 374:           709          34032  sun.nio.ch.FileChannelImpl$DefaultUnmapper (java.base@21.0.8)
 375:          1062          33984  com.fasterxml.aalto.in.PNameC
 376:           708          33984  io.opentelemetry.sdk.metrics.internal.data.AutoValue_ImmutableLongPointData
 377:          1416          33984  java.util.LinkedHashMap$LinkedEntrySet (java.base@21.0.8)
 378:           847          33880  java.time.format.DateTimeFormatterBuilder$PrefixTree (java.base@21.0.8)
 379:          1407          33768  java.util.LinkedHashMap$LinkedValues (java.base@21.0.8)
 380:          1051          33632  java.util.regex.Pattern$Curly (java.base@21.0.8)
 381:          1391          33384  com.intellij.openapi.util.Pair
 382:          1386          33264  kotlinx.coroutines.debug.internal.DebugProbesImpl$CoroutineOwner
 383:          2074          33184  com.intellij.openapi.editor.markup.TextAttributes
 384:           690          33120  org.h2.mvstore.Page$Leaf
 385:           689          33072  jdk.internal.ref.CleanerImpl$PhantomCleanableRef (java.base@21.0.8)
 386:           590          33040  java.lang.Module (java.base@21.0.8)
 387:          1371          32904  com.intellij.psi.impl.PsiParameterizedCachedValue$Direct
 388:          1369          32856  kotlin.reflect.jvm.internal.impl.name.ClassId
 389:           455          32760  com.intellij.util.io.PersistentHashMapValueStorage$MyCompressedAppendableFile
 390:          1358          32592  java.util.LinkedHashMap$LinkedKeySet (java.base@21.0.8)
 391:          1016          32512  java.awt.Insets (java.desktop)
 392:          1013          32416  com.intellij.platform.plugins.parser.impl.elements.ActionElement$ActionDescriptorAction
 393:          1344          32256  com.intellij.platform.instanceContainer.internal.LazyInstanceHolder$Initial
 394:           330          31680  sun.font.AttributeValues (java.desktop)
 395:          1316          31584  com.intellij.util.text.ImmutableText
 396:           986          31552  jdk.internal.reflect.MethodHandleBooleanFieldAccessorImpl (java.base@21.0.8)
 397:          1314          31536  com.intellij.util.text.ImmutableText$InnerLeaf
 398:           788          31520  com.intellij.lang.LanguageExtensionPoint
 399:           696          31160  [Ljava.lang.reflect.Field; (java.base@21.0.8)
 400:           972          31104  sun.security.util.DerValue (java.base@21.0.8)
 401:           555          31080  kotlin.reflect.jvm.internal.impl.metadata.jvm.JvmProtoBuf$JvmPropertySignature
 402:           776          31040  jdk.internal.ref.Cleaner (java.base@21.0.8)
 403:           966          30912  com.fasterxml.jackson.databind.introspect.AnnotatedField
 404:           966          30912  com.intellij.openapi.actionSystem.impl.ActionManagerImplKt$$Lambda/0x0000009802416068
 405:          1903          30448  javax.swing.event.EventListenerList (java.desktop)
 406:          1266          30384  jdk.jfr.AnnotationElement (jdk.jfr@21.0.8)
 407:           947          30304  com.jetbrains.rd.util.lifetime.LifetimeDefinition
 408:           630          30240  com.intellij.openapi.editor.state.TransferableObjectStateProperty
 409:           630          30240  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$QualifiedNameTable$QualifiedName
 410:           756          30240  kotlin.reflect.jvm.internal.impl.metadata.jvm.JvmProtoBuf$JvmMethodSignature
 411:          1885          30160  com.intellij.ui.icons.ScaledIconCache
 412:          1255          30120  com.intellij.util.io.PagedFileStorageCache
 413:          1248          29952  kotlin.reflect.jvm.internal.impl.types.TypeProjectionImpl
 414:           620          29760  java.util.Hashtable (java.base@21.0.8)
 415:           743          29720  com.intellij.ide.plugins.PluginContentDescriptor$ModuleItem
 416:          1235          29640  jdk.jfr.internal.AnnotationConstruct (jdk.jfr@21.0.8)
 417:           925          29600  com.intellij.openapi.actionSystem.impl.ActionManagerImpl$$Lambda/0x00000098028afb90
 418:           923          29536  com.intellij.openapi.actionSystem.impl.ActionManagerImplKt$$Lambda/0x0000009802465e80
 419:           923          29536  jdk.internal.reflect.MethodHandleIntegerFieldAccessorImpl (java.base@21.0.8)
 420:           461          29504  com.intellij.util.io.PersistentMapBuilder
 421:           921          29472  java.util.ImmutableCollections$Map1 (java.base@21.0.8)
 422:          1215          29160  java.util.regex.Pattern$BmpCharPropertyGreedy (java.base@21.0.8)
 423:           721          28840  java.util.ResourceBundle$BundleReference (java.base@21.0.8)
 424:           598          28704  java.lang.invoke.BoundMethodHandle$Species_LLJ (java.base@21.0.8)
 425:          1194          28656  sun.reflect.generics.reflectiveObjects.ParameterizedTypeImpl (java.base@21.0.8)
 426:          1191          28584  sun.reflect.generics.factory.CoreReflectionFactory (java.base@21.0.8)
 427:            71          28400  com.intellij.openapi.actionSystem.impl.ActionButton
 428:          1182          28368  java.util.Collections$SynchronizedRandomAccessList (java.base@21.0.8)
 429:           590          28320  com.intellij.openapi.fileEditor.impl.text.TextEditorCaretState
 430:          1766          28256  com.intellij.idea.IdeaLogger
 431:           235          28200  kotlin.reflect.jvm.internal.impl.serialization.deserialization.descriptors.DeserializedPropertyDescriptor
 432:           875          28000  jdk.internal.reflect.MethodHandleObjectFieldAccessorImpl (java.base@21.0.8)
 433:            80          27904  [Lio.grpc.netty.shaded.io.netty.buffer.PoolSubpage;
 434:           868          27776  com.intellij.openapi.util.registry.RegistryKeyBean
 435:           868          27776  com.intellij.openapi.util.registry.RegistryKeyDescriptor
 436:           691          27640  kotlinx.coroutines.flow.FlowKt__ChannelsKt$emitAllInternal$1
 437:          1148          27552  kotlinx.coroutines.StandaloneCoroutine
 438:           687          27480  jdk.jfr.ValueDescriptor (jdk.jfr@21.0.8)
 439:          1135          27240  com.intellij.codeInsight.template.impl.TemplateSettings$TemplateKey
 440:           844          27008  java.util.RegularEnumSet (java.base@21.0.8)
 441:           478          26768  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$Constructor
 442:          1106          26544  com.intellij.openapi.actionSystem.KeyboardShortcut
 443:           829          26528  kotlin.reflect.jvm.internal.impl.types.FlexibleTypeImpl
 444:          1100          26400  java.util.regex.Pattern$SliceI (java.base@21.0.8)
 445:          1092          26208  com.fasterxml.jackson.databind.util.internal.PrivateMaxEntriesMap$WeightedValue
 446:          1091          26184  java.util.concurrent.LinkedBlockingQueue$Node (java.base@21.0.8)
 447:           653          26120  kotlin.reflect.jvm.internal.impl.km.KmValueParameter
 448:           233          26096  kotlin.reflect.jvm.internal.impl.serialization.deserialization.descriptors.DeserializedClassDescriptor
 449:           815          26080  java.util.concurrent.atomic.LongAdder (java.base@21.0.8)
 450:           172          26072  [Lorg.h2.mvstore.Page$PageReference;
 451:           362          26064  it.unimi.dsi.fastutil.objects.Object2LongOpenHashMap
 452:           650          26000  com.intellij.util.containers.WeakHashMap$WeakKey
 453:          1068          25632  [Lkotlin.reflect.jvm.internal.impl.descriptors.TypeParameterDescriptor;
 454:          1068          25632  sun.font.FontFamily$FontAndStyle (java.desktop)
 455:           399          25536  io.opentelemetry.sdk.metrics.internal.state.DefaultSynchronousMetricStorage
 456:          1566          25056  kotlin.reflect.jvm.internal.impl.km.KmClassifier$Class
 457:           626          25040  com.intellij.util.ui.JBInsets
 458:           620          24800  com.intellij.psi.impl.source.tree.PsiWhiteSpaceImpl
 459:          1550          24800  java.util.concurrent.locks.ReentrantReadWriteLock$Sync$ThreadLocalHoldCounter (java.base@21.0.8)
 460:          1550          24800  java.util.concurrent.locks.ReentrantReadWriteLock$WriteLock (java.base@21.0.8)
 461:            62          24800  javax.swing.JLabel (java.desktop)
 462:          1548          24768  java.util.concurrent.locks.ReentrantReadWriteLock$ReadLock (java.base@21.0.8)
 463:          1031          24744  kotlin.reflect.jvm.internal.impl.storage.LockBasedStorageManager$LockBasedLazyValue
 464:          1540          24640  ai.grazie.rules.tree.PatternHint
 465:           614          24560  kotlinx.coroutines.channels.ChannelSegment
 466:          1019          24456  org.jetbrains.plugins.textmate.language.preferences.TextMateBracePair
 467:           608          24320  com.intellij.psi.impl.source.tree.LeafPsiElement
 468:           602          24080  com.intellij.util.io.DirectBufferWrapper
 469:          1490          23840  org.jetbrains.plugins.textmate.bundles.TextMateFileNameMatcher$Name
 470:          1480          23680  com.intellij.util.SmartFMap
 471:           984          23616  io.opentelemetry.sdk.metrics.internal.aggregator.LongSumAggregator
 472:           266          23408  sun.java2d.metal.MTLSurfaceData$MTLOffScreenSurfaceData (java.desktop)
 473:           974          23376  com.intellij.openapi.vfs.newvfs.impl.VfsData$ChildrenIds
 474:           972          23328  [Lsun.security.x509.AVA; (java.base@21.0.8)
 475:           972          23328  sun.security.x509.AVA (java.base@21.0.8)
 476:           972          23328  sun.security.x509.RDN (java.base@21.0.8)
 477:           264          23232  com.intellij.openapi.editor.impl.RangeHighlighterImpl
 478:           726          23232  java.awt.Rectangle (java.desktop)
 479:           725          23200  com.intellij.platform.plugins.parser.impl.elements.ActionElement$ActionElementGroup
 480:           966          23184  com.intellij.openapi.actionSystem.Presentation$$Lambda/0x0000009802416780
 481:           962          23088  javax.swing.KeyStroke (java.desktop)
 482:           961          23064  com.intellij.serialization.stateProperties.ObjectStoredProperty
 483:           287          22960  it.unimi.dsi.fastutil.longs.Long2ObjectLinkedOpenHashMap
 484:           478          22944  java.lang.invoke.BoundMethodHandle$Species_LJ (java.base@21.0.8)
 485:          1429          22864  kotlinx.coroutines.internal.Removed
 486:           407          22792  com.intellij.openapi.extensions.impl.BeanExtensionPoint
 487:          1422          22752  com.intellij.psi.impl.source.SubstrateRef$StubRef
 488:           710          22720  com.intellij.internal.statistic.eventLog.events.VarargEventId
 489:           755          22640  [Ljava.security.ProtectionDomain; (java.base@21.0.8)
 490:           939          22536  com.intellij.patterns.PsiElementPattern$Capture
 491:           701          22432  kotlin.reflect.jvm.internal.impl.load.java.lazy.LazyJavaAnnotations
 492:            62          22320  com.intellij.ui.components.panels.NonOpaquePanel
 493:           556          22240  java.lang.invoke.DirectMethodHandle$Interface (java.base@21.0.8)
 494:           693          22176  com.intellij.openapi.actionSystem.impl.ActionManagerImpl$$Lambda/0x00000098028ab000
 495:           691          22112  com.intellij.util.lang.JarLoader
 496:          1070          22008  [Lcom.intellij.rml.dfa.impl.rml.ast.QueryNode;
 497:          1371          21936  java.util.HashMap$Values (java.base@21.0.8)
 498:           455          21840  com.intellij.util.io.PersistentMapImpl$2
 499:           545          21800  com.intellij.util.io.IntToIntBtree$BtreeIndexNodeView
 500:           887          21792  [Lcom.fasterxml.jackson.databind.JavaType;
 501:           338          21632  sun.security.ssl.CipherSuite (java.base@21.0.8)
 502:          1347          21552  javax.swing.ArrayTable (java.desktop)
 503:          1344          21504  java.util.concurrent.atomic.AtomicReferenceArray (java.base@21.0.8)
